"business_id","day_of_week","opening_time_hours","closing_time_hours"
"I1rvqU2k5UQGo2lGdY6hyw","Tuesday","660","1260"
"I1rvqU2k5UQGo2lGdY6hyw","Wednesday","660","1260"
"I1rvqU2k5UQGo2lGdY6hyw","Friday","660","1320"
"I1rvqU2k5UQGo2lGdY6hyw","Sunday","720","1260"
"fzHlul2mHy_jwJc-WBRvlg","Thursday","570","1080"
"fzHlul2mHy_jwJc-WBRvlg","Saturday","570","1020"
"fzHlul2mHy_jwJc-WBRvlg","Tuesday","570","1080"
"fzHlul2mHy_jwJc-WBRvlg","Wednesday","570","1080"
"fzHlul2mHy_jwJc-WBRvlg","Friday","570","1080"
"R72PRg4ZKOjstjUiTCUWTw","Thursday","480","1020"
"R72PRg4ZKOjstjUiTCUWTw","Monday","480","1020"
"R72PRg4ZKOjstjUiTCUWTw","Tuesday","480","1020"
"R72PRg4ZKOjstjUiTCUWTw","Wednesday","480","1020"
"R72PRg4ZKOjstjUiTCUWTw","Friday","480","1020"
"GHYOl_cnERMOhkCK_mGAlA","Saturday","660","1380"
"GHYOl_cnERMOhkCK_mGAlA","Thursday","660","1320"
"GHYOl_cnERMOhkCK_mGAlA","Monday","660","1320"
"GHYOl_cnERMOhkCK_mGAlA","Tuesday","660","1320"
"GHYOl_cnERMOhkCK_mGAlA","Wednesday","660","1320"
"GHYOl_cnERMOhkCK_mGAlA","Friday","660","1380"
"GHYOl_cnERMOhkCK_mGAlA","Sunday","660","1320"
"fgFIHU4scmArJH-52fpqFg","Saturday","720","1320"
"fgFIHU4scmArJH-52fpqFg","Thursday","660","1290"
"fgFIHU4scmArJH-52fpqFg","Monday","660","1290"
"fgFIHU4scmArJH-52fpqFg","Tuesday","660","1290"
"fgFIHU4scmArJH-52fpqFg","Wednesday","660","1290"
"fgFIHU4scmArJH-52fpqFg","Friday","660","1320"
"fgFIHU4scmArJH-52fpqFg","Sunday","690","1290"
"u5BeVgTyqYPowJpRt5bnJA","Saturday","360","1290"
"u5BeVgTyqYPowJpRt5bnJA","Thursday","360","1290"
"u5BeVgTyqYPowJpRt5bnJA","Monday","360","1290"
"u5BeVgTyqYPowJpRt5bnJA","Tuesday","360","1290"
"u5BeVgTyqYPowJpRt5bnJA","Wednesday","360","1290"
"u5BeVgTyqYPowJpRt5bnJA","Friday","360","1290"
"u5BeVgTyqYPowJpRt5bnJA","Sunday","360","1290"
"5oKV9EqpfVTyPMK3_a1JQw","Saturday","540","1170"
"5oKV9EqpfVTyPMK3_a1JQw","Thursday","540","1170"
"5oKV9EqpfVTyPMK3_a1JQw","Monday","600","1080"
"5oKV9EqpfVTyPMK3_a1JQw","Tuesday","600","1080"
"5oKV9EqpfVTyPMK3_a1JQw","Wednesday","600","1080"
"5oKV9EqpfVTyPMK3_a1JQw","Friday","540","1170"
"5oKV9EqpfVTyPMK3_a1JQw","Sunday","660","1020"
"_CG5zJAoNN6gszjhSyUcww","Saturday","690","1290"
"_CG5zJAoNN6gszjhSyUcww","Thursday","660","900"
"_CG5zJAoNN6gszjhSyUcww","Monday","1020","1290"
"_CG5zJAoNN6gszjhSyUcww","Wednesday","1020","1290"
"_CG5zJAoNN6gszjhSyUcww","Friday","1020","1290"
"_CG5zJAoNN6gszjhSyUcww","Sunday","690","1290"
"_BhzcKojv1gjdRINe3Gkig","Saturday","1020","1380"
"_BhzcKojv1gjdRINe3Gkig","Thursday","1020","1380"
"_BhzcKojv1gjdRINe3Gkig","Monday","1020","1380"
"_BhzcKojv1gjdRINe3Gkig","Tuesday","1020","1380"
"_BhzcKojv1gjdRINe3Gkig","Wednesday","1020","1380"
"_BhzcKojv1gjdRINe3Gkig","Friday","1020","1380"
"_BhzcKojv1gjdRINe3Gkig","Sunday","1020","1320"
"ql-xDV6UNEF1Wpf3NDXoxQ","Saturday","540","1080"
"ql-xDV6UNEF1Wpf3NDXoxQ","Thursday","540","1080"
"ql-xDV6UNEF1Wpf3NDXoxQ","Monday","540","1080"
"ql-xDV6UNEF1Wpf3NDXoxQ","Tuesday","540","1080"
"ql-xDV6UNEF1Wpf3NDXoxQ","Wednesday","540","1080"
"ql-xDV6UNEF1Wpf3NDXoxQ","Friday","540","1080"
"FetCP7JgvQyeYgsEecGdTg","Saturday","570","1020"
"FetCP7JgvQyeYgsEecGdTg","Thursday","570","1080"
"FetCP7JgvQyeYgsEecGdTg","Monday","570","1080"
"FetCP7JgvQyeYgsEecGdTg","Tuesday","570","1080"
"FetCP7JgvQyeYgsEecGdTg","Wednesday","570","1080"
"FetCP7JgvQyeYgsEecGdTg","Friday","570","1080"
"FetCP7JgvQyeYgsEecGdTg","Sunday","570","1020"
"bG9JkqOLQxQoZwMyRDZaSw","Saturday","660","1020"
"bG9JkqOLQxQoZwMyRDZaSw","Sunday","660","960"
"Suykg6HH7a18SSd-wJaaYQ","Saturday","480","1140"
"Suykg6HH7a18SSd-wJaaYQ","Thursday","480","1140"
"Suykg6HH7a18SSd-wJaaYQ","Monday","480","1080"
"Suykg6HH7a18SSd-wJaaYQ","Tuesday","480","1140"
"Suykg6HH7a18SSd-wJaaYQ","Wednesday","480","1140"
"Suykg6HH7a18SSd-wJaaYQ","Friday","480","1140"
"Suykg6HH7a18SSd-wJaaYQ","Sunday","480","1080"
"In93N5Jqu85xAh0qQ2jb1w","Saturday","660","1320"
"In93N5Jqu85xAh0qQ2jb1w","Thursday","660","1320"
"In93N5Jqu85xAh0qQ2jb1w","Monday","660","1320"
"In93N5Jqu85xAh0qQ2jb1w","Tuesday","660","1320"
"In93N5Jqu85xAh0qQ2jb1w","Wednesday","660","1320"
"In93N5Jqu85xAh0qQ2jb1w","Friday","660","1320"
"In93N5Jqu85xAh0qQ2jb1w","Sunday","660","1320"
"jRfdz5voj40P6WS9L54caw","Saturday","660","1320"
"jRfdz5voj40P6WS9L54caw","Thursday","660","1260"
"jRfdz5voj40P6WS9L54caw","Monday","660","1260"
"jRfdz5voj40P6WS9L54caw","Tuesday","660","1260"
"jRfdz5voj40P6WS9L54caw","Wednesday","660","1260"
"jRfdz5voj40P6WS9L54caw","Friday","660","1320"
"jRfdz5voj40P6WS9L54caw","Sunday","660","900"
"xHI3saK0sAJEHeMK4IGVvg","Saturday","600","1320"
"xHI3saK0sAJEHeMK4IGVvg","Thursday","660","1320"
"xHI3saK0sAJEHeMK4IGVvg","Tuesday","660","1320"
"xHI3saK0sAJEHeMK4IGVvg","Wednesday","660","1320"
"xHI3saK0sAJEHeMK4IGVvg","Friday","660","1320"
"xHI3saK0sAJEHeMK4IGVvg","Sunday","600","900"
"gCrOuXBiPxUZiXDU2rBLWg","Saturday","540","960"
"gCrOuXBiPxUZiXDU2rBLWg","Thursday","480","1080"
"gCrOuXBiPxUZiXDU2rBLWg","Monday","480","1080"
"gCrOuXBiPxUZiXDU2rBLWg","Tuesday","480","1080"
"gCrOuXBiPxUZiXDU2rBLWg","Wednesday","480","1080"
"gCrOuXBiPxUZiXDU2rBLWg","Friday","480","1080"
"rsuG_AxScO3txHe8Shq3wg","Thursday","480","1050"
"rsuG_AxScO3txHe8Shq3wg","Monday","480","1050"
"rsuG_AxScO3txHe8Shq3wg","Tuesday","480","1050"
"rsuG_AxScO3txHe8Shq3wg","Wednesday","480","1050"
"rsuG_AxScO3txHe8Shq3wg","Friday","480","1050"
"JPoof9ecwWAXhA-eONdlBg","Thursday","480","1020"
"JPoof9ecwWAXhA-eONdlBg","Monday","480","1020"
"JPoof9ecwWAXhA-eONdlBg","Tuesday","480","1020"
"JPoof9ecwWAXhA-eONdlBg","Wednesday","480","1020"
"JPoof9ecwWAXhA-eONdlBg","Friday","480","1020"
"9tefv6uPxoHhp_OlQQJVXA","Saturday","660","1290"
"9tefv6uPxoHhp_OlQQJVXA","Thursday","660","1260"
"9tefv6uPxoHhp_OlQQJVXA","Tuesday","660","1260"
"9tefv6uPxoHhp_OlQQJVXA","Wednesday","660","1260"
"9tefv6uPxoHhp_OlQQJVXA","Friday","660","1290"
"9tefv6uPxoHhp_OlQQJVXA","Sunday","720","1260"
"5oCm7qtm-e2hgJluCxhO-A","Saturday","660","60"
"5oCm7qtm-e2hgJluCxhO-A","Thursday","660","0"
"5oCm7qtm-e2hgJluCxhO-A","Monday","660","0"
"5oCm7qtm-e2hgJluCxhO-A","Tuesday","660","0"
"5oCm7qtm-e2hgJluCxhO-A","Wednesday","660","0"
"5oCm7qtm-e2hgJluCxhO-A","Friday","660","60"
"5oCm7qtm-e2hgJluCxhO-A","Sunday","660","0"
"ZoKxIEQJn4FrRHXtnmMznA","Saturday","570","1080"
"ZoKxIEQJn4FrRHXtnmMznA","Thursday","570","1140"
"ZoKxIEQJn4FrRHXtnmMznA","Monday","570","1140"
"ZoKxIEQJn4FrRHXtnmMznA","Wednesday","570","1140"
"ZoKxIEQJn4FrRHXtnmMznA","Friday","570","1140"
"ZoKxIEQJn4FrRHXtnmMznA","Sunday","600","1020"
"SYZe9ds-9aKHFtiyEPmQIA","Saturday","600","1080"
"SYZe9ds-9aKHFtiyEPmQIA","Thursday","600","1140"
"SYZe9ds-9aKHFtiyEPmQIA","Monday","600","1140"
"SYZe9ds-9aKHFtiyEPmQIA","Tuesday","600","1140"
"SYZe9ds-9aKHFtiyEPmQIA","Wednesday","600","1140"
"SYZe9ds-9aKHFtiyEPmQIA","Friday","600","1140"
"SYZe9ds-9aKHFtiyEPmQIA","Sunday","720","1020"
"ML8bLRIcWCbBqRfCQSLAKw","Saturday","570","1080"
"ML8bLRIcWCbBqRfCQSLAKw","Thursday","570","1140"
"ML8bLRIcWCbBqRfCQSLAKw","Monday","570","1140"
"ML8bLRIcWCbBqRfCQSLAKw","Tuesday","570","1140"
"ML8bLRIcWCbBqRfCQSLAKw","Wednesday","570","1140"
"ML8bLRIcWCbBqRfCQSLAKw","Friday","570","1140"
"KRqtYdnDpwqYfWkFhZYjow","Saturday","660","1290"
"KRqtYdnDpwqYfWkFhZYjow","Thursday","660","1290"
"KRqtYdnDpwqYfWkFhZYjow","Monday","660","1290"
"KRqtYdnDpwqYfWkFhZYjow","Tuesday","660","1290"
"KRqtYdnDpwqYfWkFhZYjow","Wednesday","660","1290"
"KRqtYdnDpwqYfWkFhZYjow","Friday","660","1290"
"KRqtYdnDpwqYfWkFhZYjow","Sunday","660","1290"
"l0QCZhMOPUId1Xfp23yLgA","Saturday","660","1260"
"l0QCZhMOPUId1Xfp23yLgA","Thursday","660","1260"
"l0QCZhMOPUId1Xfp23yLgA","Monday","660","1260"
"l0QCZhMOPUId1Xfp23yLgA","Tuesday","660","1260"
"l0QCZhMOPUId1Xfp23yLgA","Wednesday","660","1260"
"l0QCZhMOPUId1Xfp23yLgA","Friday","660","1260"
"l0QCZhMOPUId1Xfp23yLgA","Sunday","660","1260"
"6hF7d7ZegpNudFWJwI69jw","Saturday","0","0"
"6hF7d7ZegpNudFWJwI69jw","Thursday","0","0"
"6hF7d7ZegpNudFWJwI69jw","Monday","0","0"
"6hF7d7ZegpNudFWJwI69jw","Tuesday","0","0"
"6hF7d7ZegpNudFWJwI69jw","Wednesday","0","0"
"6hF7d7ZegpNudFWJwI69jw","Friday","0","0"
"6hF7d7ZegpNudFWJwI69jw","Sunday","0","0"
"vvN8HdGH8FybLhcHc1W2pA","Thursday","480","1020"
"vvN8HdGH8FybLhcHc1W2pA","Monday","480","1020"
"vvN8HdGH8FybLhcHc1W2pA","Tuesday","480","1020"
"vvN8HdGH8FybLhcHc1W2pA","Wednesday","480","1020"
"vvN8HdGH8FybLhcHc1W2pA","Friday","480","1020"
"LjZhLtu4dr_cFZDudaUKQA","Saturday","600","900"
"LjZhLtu4dr_cFZDudaUKQA","Thursday","600","1080"
"LjZhLtu4dr_cFZDudaUKQA","Monday","600","1080"
"LjZhLtu4dr_cFZDudaUKQA","Tuesday","600","1080"
"LjZhLtu4dr_cFZDudaUKQA","Wednesday","600","1080"
"LjZhLtu4dr_cFZDudaUKQA","Friday","600","1080"
"8rjJZzT_E0UWtClHV_izCQ","Saturday","540","60"
"8rjJZzT_E0UWtClHV_izCQ","Thursday","540","0"
"8rjJZzT_E0UWtClHV_izCQ","Monday","540","0"
"8rjJZzT_E0UWtClHV_izCQ","Tuesday","540","0"
"8rjJZzT_E0UWtClHV_izCQ","Wednesday","540","0"
"8rjJZzT_E0UWtClHV_izCQ","Friday","540","60"
"8rjJZzT_E0UWtClHV_izCQ","Sunday","540","0"
"FPYyblw_Q5-jRWThsBwC8w","Saturday","600","1260"
"FPYyblw_Q5-jRWThsBwC8w","Thursday","600","1260"
"FPYyblw_Q5-jRWThsBwC8w","Monday","600","1140"
"FPYyblw_Q5-jRWThsBwC8w","Tuesday","600","1260"
"FPYyblw_Q5-jRWThsBwC8w","Wednesday","600","1260"
"FPYyblw_Q5-jRWThsBwC8w","Friday","600","1260"
"kDIB6El4QVXx3dqdMYSCLg","Saturday","930","1050"
"kDIB6El4QVXx3dqdMYSCLg","Thursday","1050","1170"
"kDIB6El4QVXx3dqdMYSCLg","Monday","960","1170"
"kDIB6El4QVXx3dqdMYSCLg","Tuesday","510","30"
"kDIB6El4QVXx3dqdMYSCLg","Wednesday","540","750"
"kDIB6El4QVXx3dqdMYSCLg","Friday","540","720"
"kDIB6El4QVXx3dqdMYSCLg","Sunday","510","750"
"nmaMedXT31_2WpexjmY6mg","Saturday","0","0"
"nmaMedXT31_2WpexjmY6mg","Thursday","0","0"
"nmaMedXT31_2WpexjmY6mg","Monday","0","0"
"nmaMedXT31_2WpexjmY6mg","Tuesday","0","0"
"nmaMedXT31_2WpexjmY6mg","Wednesday","0","0"
"nmaMedXT31_2WpexjmY6mg","Friday","0","0"
"WTf7fOvesYyhMVGfk3C-pw","Saturday","1110","1290"
"WTf7fOvesYyhMVGfk3C-pw","Thursday","660","840"
"WTf7fOvesYyhMVGfk3C-pw","Monday","1110","1290"
"WTf7fOvesYyhMVGfk3C-pw","Tuesday","1110","1290"
"WTf7fOvesYyhMVGfk3C-pw","Friday","1110","1290"
"WTf7fOvesYyhMVGfk3C-pw","Sunday","780","960"
"nOZ0-lTokiAAYMwlZs-LFA","Saturday","600","1050"
"nOZ0-lTokiAAYMwlZs-LFA","Thursday","600","1050"
"nOZ0-lTokiAAYMwlZs-LFA","Monday","600","1050"
"nOZ0-lTokiAAYMwlZs-LFA","Tuesday","600","1050"
"nOZ0-lTokiAAYMwlZs-LFA","Wednesday","600","1050"
"nOZ0-lTokiAAYMwlZs-LFA","Friday","600","1050"
"nOZ0-lTokiAAYMwlZs-LFA","Sunday","720","1020"
"jh9NywTvV-POnF1I6Pc9ng","Saturday","660","1320"
"jh9NywTvV-POnF1I6Pc9ng","Thursday","660","1260"
"jh9NywTvV-POnF1I6Pc9ng","Monday","660","1260"
"jh9NywTvV-POnF1I6Pc9ng","Tuesday","660","1260"
"jh9NywTvV-POnF1I6Pc9ng","Wednesday","660","1260"
"jh9NywTvV-POnF1I6Pc9ng","Friday","660","1320"
"HZf4PgSXgGZ0EPGa-cuUPQ","Saturday","540","1260"
"HZf4PgSXgGZ0EPGa-cuUPQ","Thursday","540","1260"
"HZf4PgSXgGZ0EPGa-cuUPQ","Monday","540","1260"
"HZf4PgSXgGZ0EPGa-cuUPQ","Tuesday","540","1260"
"HZf4PgSXgGZ0EPGa-cuUPQ","Wednesday","540","1260"
"HZf4PgSXgGZ0EPGa-cuUPQ","Friday","540","1260"
"HZf4PgSXgGZ0EPGa-cuUPQ","Sunday","540","1080"
"BRbN7jcrwDY9GZwm0RbdPw","Saturday","60","60"
"BRbN7jcrwDY9GZwm0RbdPw","Thursday","60","60"
"BRbN7jcrwDY9GZwm0RbdPw","Monday","60","60"
"BRbN7jcrwDY9GZwm0RbdPw","Tuesday","60","60"
"BRbN7jcrwDY9GZwm0RbdPw","Wednesday","60","60"
"BRbN7jcrwDY9GZwm0RbdPw","Friday","60","60"
"BRbN7jcrwDY9GZwm0RbdPw","Sunday","60","60"
"Xo9Im4LmIhQrzJcO4R3ZbA","Saturday","600","900"
"Xo9Im4LmIhQrzJcO4R3ZbA","Thursday","540","1050"
"Xo9Im4LmIhQrzJcO4R3ZbA","Monday","540","960"
"Xo9Im4LmIhQrzJcO4R3ZbA","Tuesday","540","1050"
"Xo9Im4LmIhQrzJcO4R3ZbA","Wednesday","540","1050"
"Xo9Im4LmIhQrzJcO4R3ZbA","Friday","540","1050"
"c4FLMLP7hMnAbSiW2o_o3A","Saturday","420","900"
"c4FLMLP7hMnAbSiW2o_o3A","Thursday","420","900"
"c4FLMLP7hMnAbSiW2o_o3A","Monday","420","900"
"c4FLMLP7hMnAbSiW2o_o3A","Tuesday","420","900"
"c4FLMLP7hMnAbSiW2o_o3A","Wednesday","420","900"
"c4FLMLP7hMnAbSiW2o_o3A","Friday","420","900"
"c4FLMLP7hMnAbSiW2o_o3A","Sunday","420","900"
"SyiOxaTjPxEHkYviF0ka0A","Saturday","450","1140"
"SyiOxaTjPxEHkYviF0ka0A","Thursday","960","1260"
"SyiOxaTjPxEHkYviF0ka0A","Monday","960","1260"
"SyiOxaTjPxEHkYviF0ka0A","Tuesday","960","1260"
"SyiOxaTjPxEHkYviF0ka0A","Wednesday","960","1260"
"SyiOxaTjPxEHkYviF0ka0A","Friday","360","810"
"SyiOxaTjPxEHkYviF0ka0A","Sunday","930","1140"
"s0ybRiP-upy7NG1LPzaXwQ","Saturday","600","1260"
"s0ybRiP-upy7NG1LPzaXwQ","Thursday","600","1260"
"s0ybRiP-upy7NG1LPzaXwQ","Monday","600","1260"
"s0ybRiP-upy7NG1LPzaXwQ","Tuesday","600","1260"
"s0ybRiP-upy7NG1LPzaXwQ","Wednesday","600","1260"
"s0ybRiP-upy7NG1LPzaXwQ","Friday","600","1260"
"s0ybRiP-upy7NG1LPzaXwQ","Sunday","600","1140"
"piBhQFVkPdHt72F7CWccyA","Saturday","540","960"
"piBhQFVkPdHt72F7CWccyA","Thursday","1200","0"
"piBhQFVkPdHt72F7CWccyA","Monday","1200","0"
"piBhQFVkPdHt72F7CWccyA","Tuesday","1200","0"
"piBhQFVkPdHt72F7CWccyA","Wednesday","1200","0"
"piBhQFVkPdHt72F7CWccyA","Friday","1200","0"
"h7hr0v3E1ulU2sXNItD5UQ","Saturday","390","120"
"h7hr0v3E1ulU2sXNItD5UQ","Thursday","390","60"
"h7hr0v3E1ulU2sXNItD5UQ","Monday","390","60"
"h7hr0v3E1ulU2sXNItD5UQ","Tuesday","390","60"
"h7hr0v3E1ulU2sXNItD5UQ","Wednesday","390","60"
"h7hr0v3E1ulU2sXNItD5UQ","Friday","390","180"
"h7hr0v3E1ulU2sXNItD5UQ","Sunday","390","60"
"fhD2uqL0tR3NRk9a35HXUQ","Saturday","600","1200"
"fhD2uqL0tR3NRk9a35HXUQ","Thursday","600","1200"
"fhD2uqL0tR3NRk9a35HXUQ","Monday","600","1200"
"fhD2uqL0tR3NRk9a35HXUQ","Tuesday","600","1200"
"fhD2uqL0tR3NRk9a35HXUQ","Wednesday","600","1200"
"fhD2uqL0tR3NRk9a35HXUQ","Friday","600","1200"
"fhD2uqL0tR3NRk9a35HXUQ","Sunday","660","1020"
"JlfWHQmyA4amQuJiqz7RFw","Saturday","600","1320"
"JlfWHQmyA4amQuJiqz7RFw","Thursday","540","1320"
"JlfWHQmyA4amQuJiqz7RFw","Monday","540","1320"
"JlfWHQmyA4amQuJiqz7RFw","Tuesday","540","1320"
"JlfWHQmyA4amQuJiqz7RFw","Wednesday","540","1320"
"JlfWHQmyA4amQuJiqz7RFw","Friday","540","1320"
"JlfWHQmyA4amQuJiqz7RFw","Sunday","780","1320"
"QL3vFMAsEHqfi1KGH-4igg","Saturday","960","120"
"QL3vFMAsEHqfi1KGH-4igg","Thursday","960","120"
"QL3vFMAsEHqfi1KGH-4igg","Monday","960","120"
"QL3vFMAsEHqfi1KGH-4igg","Tuesday","960","120"
"QL3vFMAsEHqfi1KGH-4igg","Wednesday","960","120"
"QL3vFMAsEHqfi1KGH-4igg","Friday","960","120"
"QL3vFMAsEHqfi1KGH-4igg","Sunday","960","120"
"EoVGIsaatkdbWLY9qyFcgA","Saturday","540","1260"
"EoVGIsaatkdbWLY9qyFcgA","Thursday","660","1260"
"EoVGIsaatkdbWLY9qyFcgA","Monday","660","1260"
"EoVGIsaatkdbWLY9qyFcgA","Tuesday","660","1260"
"EoVGIsaatkdbWLY9qyFcgA","Wednesday","660","1260"
"EoVGIsaatkdbWLY9qyFcgA","Friday","660","1260"
"EoVGIsaatkdbWLY9qyFcgA","Sunday","540","1200"
"78coUZv_3DhkwKqyoZ_KfA","Saturday","600","1260"
"78coUZv_3DhkwKqyoZ_KfA","Thursday","600","1260"
"78coUZv_3DhkwKqyoZ_KfA","Monday","600","1260"
"78coUZv_3DhkwKqyoZ_KfA","Tuesday","600","1260"
"78coUZv_3DhkwKqyoZ_KfA","Wednesday","600","1260"
"78coUZv_3DhkwKqyoZ_KfA","Friday","600","1260"
"78coUZv_3DhkwKqyoZ_KfA","Sunday","660","1080"
"nI0bynSpQtjPgVTBX1qnoA","Saturday","480","780"
"nI0bynSpQtjPgVTBX1qnoA","Thursday","480","1080"
"nI0bynSpQtjPgVTBX1qnoA","Monday","480","1080"
"nI0bynSpQtjPgVTBX1qnoA","Tuesday","480","1080"
"nI0bynSpQtjPgVTBX1qnoA","Wednesday","480","1080"
"nI0bynSpQtjPgVTBX1qnoA","Friday","480","1080"
"tXp3vCit5Z6Nve5wUfnJzA","Saturday","630","1020"
"tXp3vCit5Z6Nve5wUfnJzA","Thursday","630","1080"
"tXp3vCit5Z6Nve5wUfnJzA","Monday","630","1080"
"tXp3vCit5Z6Nve5wUfnJzA","Tuesday","630","1080"
"tXp3vCit5Z6Nve5wUfnJzA","Wednesday","630","1080"
"tXp3vCit5Z6Nve5wUfnJzA","Friday","630","1080"
"M9BjRlfzly-xQe0cr1bPHA","Saturday","540","1020"
"M9BjRlfzly-xQe0cr1bPHA","Thursday","540","1020"
"M9BjRlfzly-xQe0cr1bPHA","Monday","540","1020"
"M9BjRlfzly-xQe0cr1bPHA","Tuesday","540","1020"
"M9BjRlfzly-xQe0cr1bPHA","Wednesday","540","1020"
"M9BjRlfzly-xQe0cr1bPHA","Friday","540","1020"
"VY_tvNUCCXGXQeSvJl757Q","Saturday","630","120"
"VY_tvNUCCXGXQeSvJl757Q","Thursday","630","120"
"VY_tvNUCCXGXQeSvJl757Q","Monday","630","120"
"VY_tvNUCCXGXQeSvJl757Q","Tuesday","630","120"
"VY_tvNUCCXGXQeSvJl757Q","Wednesday","630","120"
"VY_tvNUCCXGXQeSvJl757Q","Friday","630","120"
"VY_tvNUCCXGXQeSvJl757Q","Sunday","630","120"
"s5JumTmH56kriZ_7BpNFvw","Saturday","540","780"
"s5JumTmH56kriZ_7BpNFvw","Thursday","540","1200"
"s5JumTmH56kriZ_7BpNFvw","Monday","540","1200"
"s5JumTmH56kriZ_7BpNFvw","Tuesday","540","1200"
"s5JumTmH56kriZ_7BpNFvw","Wednesday","540","1200"
"s5JumTmH56kriZ_7BpNFvw","Friday","540","1200"
"zRZf-mYg2LoCHuo1Y5FWFg","Saturday","600","1260"
"zRZf-mYg2LoCHuo1Y5FWFg","Thursday","600","1260"
"zRZf-mYg2LoCHuo1Y5FWFg","Monday","600","1260"
"zRZf-mYg2LoCHuo1Y5FWFg","Tuesday","600","1260"
"zRZf-mYg2LoCHuo1Y5FWFg","Wednesday","600","1260"
"zRZf-mYg2LoCHuo1Y5FWFg","Friday","600","1260"
"zRZf-mYg2LoCHuo1Y5FWFg","Sunday","600","1080"
"YQvg0JCGRFUkb6reMMf3Iw","Saturday","660","0"
"YQvg0JCGRFUkb6reMMf3Iw","Thursday","660","1380"
"YQvg0JCGRFUkb6reMMf3Iw","Monday","660","1320"
"YQvg0JCGRFUkb6reMMf3Iw","Tuesday","660","1320"
"YQvg0JCGRFUkb6reMMf3Iw","Wednesday","660","1320"
"YQvg0JCGRFUkb6reMMf3Iw","Friday","660","0"
"YQvg0JCGRFUkb6reMMf3Iw","Sunday","660","1320"
"emKCDGxYpL-hsLDQiULBdQ","Saturday","1020","60"
"emKCDGxYpL-hsLDQiULBdQ","Thursday","690","1320"
"emKCDGxYpL-hsLDQiULBdQ","Monday","690","870"
"emKCDGxYpL-hsLDQiULBdQ","Tuesday","690","1320"
"emKCDGxYpL-hsLDQiULBdQ","Wednesday","690","1320"
"emKCDGxYpL-hsLDQiULBdQ","Friday","690","60"
"emKCDGxYpL-hsLDQiULBdQ","Sunday","1020","1320"
"DWxZhDdqGjJbLVJBMGsWZQ","Saturday","300","1140"
"DWxZhDdqGjJbLVJBMGsWZQ","Thursday","300","1140"
"DWxZhDdqGjJbLVJBMGsWZQ","Monday","300","1140"
"DWxZhDdqGjJbLVJBMGsWZQ","Tuesday","300","1140"
"DWxZhDdqGjJbLVJBMGsWZQ","Wednesday","300","1140"
"DWxZhDdqGjJbLVJBMGsWZQ","Friday","300","1140"
"DWxZhDdqGjJbLVJBMGsWZQ","Sunday","360","1020"
"J_b1GS2A4deFJaAzu6NySQ","Saturday","570","1080"
"J_b1GS2A4deFJaAzu6NySQ","Thursday","570","1140"
"J_b1GS2A4deFJaAzu6NySQ","Monday","570","1140"
"J_b1GS2A4deFJaAzu6NySQ","Tuesday","570","1140"
"J_b1GS2A4deFJaAzu6NySQ","Wednesday","570","1140"
"J_b1GS2A4deFJaAzu6NySQ","Friday","570","1140"
"mPxByzuOwA286OcG-IyYoQ","Saturday","480","1380"
"mPxByzuOwA286OcG-IyYoQ","Thursday","480","1380"
"mPxByzuOwA286OcG-IyYoQ","Monday","480","1380"
"mPxByzuOwA286OcG-IyYoQ","Tuesday","480","1380"
"mPxByzuOwA286OcG-IyYoQ","Wednesday","480","1380"
"mPxByzuOwA286OcG-IyYoQ","Friday","480","1380"
"mPxByzuOwA286OcG-IyYoQ","Sunday","480","1320"
"V5dTST0s3Bf-aeUfT4EvIA","Saturday","570","1020"
"V5dTST0s3Bf-aeUfT4EvIA","Thursday","570","1080"
"V5dTST0s3Bf-aeUfT4EvIA","Monday","570","1080"
"V5dTST0s3Bf-aeUfT4EvIA","Tuesday","570","1080"
"V5dTST0s3Bf-aeUfT4EvIA","Wednesday","570","1260"
"V5dTST0s3Bf-aeUfT4EvIA","Friday","570","1080"
"EkJSw_x0XVo5ZTtFacRYiw","Saturday","600","1200"
"EkJSw_x0XVo5ZTtFacRYiw","Thursday","600","1200"
"EkJSw_x0XVo5ZTtFacRYiw","Monday","600","1200"
"EkJSw_x0XVo5ZTtFacRYiw","Tuesday","600","1200"
"EkJSw_x0XVo5ZTtFacRYiw","Wednesday","600","1200"
"EkJSw_x0XVo5ZTtFacRYiw","Friday","600","1200"
"EkJSw_x0XVo5ZTtFacRYiw","Sunday","600","1080"
"LViwhZ9AvCimfHndTSYGfw","Saturday","330","840"
"LViwhZ9AvCimfHndTSYGfw","Thursday","330","840"
"LViwhZ9AvCimfHndTSYGfw","Monday","330","840"
"LViwhZ9AvCimfHndTSYGfw","Tuesday","330","840"
"LViwhZ9AvCimfHndTSYGfw","Wednesday","330","840"
"LViwhZ9AvCimfHndTSYGfw","Friday","330","840"
"LViwhZ9AvCimfHndTSYGfw","Sunday","330","840"
"r2S4arkHyRcUroRhggMIoA","Saturday","630","1380"
"r2S4arkHyRcUroRhggMIoA","Thursday","630","1380"
"r2S4arkHyRcUroRhggMIoA","Monday","630","1380"
"r2S4arkHyRcUroRhggMIoA","Tuesday","630","1380"
"r2S4arkHyRcUroRhggMIoA","Wednesday","630","1380"
"r2S4arkHyRcUroRhggMIoA","Friday","630","1380"
"r2S4arkHyRcUroRhggMIoA","Sunday","630","1380"
"gSVOfR0zWRvM0KHzxMLtMg","Saturday","420","1260"
