"business_id","attribute_name","attribute_value"
"GBN0-wo_cHLnC_pwoOTIFQ","Price Range","1"
"GBN0-wo_cHLnC_pwoOTIFQ","Takes Reservations","false"
"GBN0-wo_cHLnC_pwoOTIFQ","Noise Level","quiet"
"GBN0-wo_cHLnC_pwoOTIFQ","Has TV","false"
"GBN0-wo_cHLnC_pwoOTIFQ","Wheelchair Accessible","true"
"GBN0-wo_cHLnC_pwoOTIFQ","Good For Groups","true"
"GBN0-wo_cHLnC_pwoOTIFQ","Outdoor Seating","false"
"-NrEcXQ0qioMwkRsgoq8Kw","Accepts Credit Cards","true"
"rO1BrNjNKcbPlyAdhjGTiw","Accepts Credit Cards","true"
"-8Z6AiHwXInpnl6Q1Ey_5w","Wheelchair Accessible","true"
"-8Z6AiHwXInpnl6Q1Ey_5w","Accepts Credit Cards","true"
"-8Z6AiHwXInpnl6Q1Ey_5w","Price Range","2"
"iZpgRNPogioU5sEaDyl5uw","Alcohol","none"
"iZpgRNPogioU5sEaDyl5uw","Waiter Service","false"
"iZpgRNPogioU5sEaDyl5uw","Attire","casual"
"iZpgRNPogioU5sEaDyl5uw","Delivery","true"
"iZpgRNPogioU5sEaDyl5uw","Good for Kids","true"
"iZpgRNPogioU5sEaDyl5uw","Take-out","true"
"iZpgRNPogioU5sEaDyl5uw","Accepts Credit Cards","true"
"iZpgRNPogioU5sEaDyl5uw","Price Range","1"
"iZpgRNPogioU5sEaDyl5uw","Takes Reservations","false"
"iZpgRNPogioU5sEaDyl5uw","Caters","false"
"iZpgRNPogioU5sEaDyl5uw","Noise Level","quiet"
"iZpgRNPogioU5sEaDyl5uw","Has TV","true"
"iZpgRNPogioU5sEaDyl5uw","Wheelchair Accessible","true"
"iZpgRNPogioU5sEaDyl5uw","Good For Groups","false"
"iZpgRNPogioU5sEaDyl5uw","Outdoor Seating","false"
"iZpgRNPogioU5sEaDyl5uw","Wi-Fi","no"
"lLC7pJSpnF9CDfL9Gbg-Sg","Accepts Credit Cards","false"
"lLC7pJSpnF9CDfL9Gbg-Sg","Price Range","1"
"Fo1ttGuJfqKkbUCBVSNxXg","Accepts Credit Cards","true"
"Fo1ttGuJfqKkbUCBVSNxXg","Price Range","2"
"-_K8AE722c1u9Dsa8jo_vg","Wheelchair Accessible","true"
"-_K8AE722c1u9Dsa8jo_vg","Dogs Allowed","true"
"-_K8AE722c1u9Dsa8jo_vg","Accepts Credit Cards","true"
"-_K8AE722c1u9Dsa8jo_vg","Price Range","3"
"Cr2JNnewX53TYd9w6qw6Jw","Alcohol","none"
"Cr2JNnewX53TYd9w6qw6Jw","Waiter Service","false"
"Cr2JNnewX53TYd9w6qw6Jw","Attire","casual"
"Cr2JNnewX53TYd9w6qw6Jw","Delivery","false"
"Cr2JNnewX53TYd9w6qw6Jw","Good for Kids","true"
"Cr2JNnewX53TYd9w6qw6Jw","Drive-Thru","false"
"Cr2JNnewX53TYd9w6qw6Jw","Take-out","true"
"Cr2JNnewX53TYd9w6qw6Jw","Accepts Credit Cards","true"
"Cr2JNnewX53TYd9w6qw6Jw","Price Range","1"
"Cr2JNnewX53TYd9w6qw6Jw","Takes Reservations","false"
"Cr2JNnewX53TYd9w6qw6Jw","Caters","false"
"Cr2JNnewX53TYd9w6qw6Jw","Noise Level","average"
"Cr2JNnewX53TYd9w6qw6Jw","Has TV","false"
"Cr2JNnewX53TYd9w6qw6Jw","Good For Groups","true"
"Cr2JNnewX53TYd9w6qw6Jw","Outdoor Seating","true"
"Cr2JNnewX53TYd9w6qw6Jw","Wi-Fi","no"
"04SKYBXRAqeYIuuVDzwKNg","Alcohol","beer_and_wine"
"04SKYBXRAqeYIuuVDzwKNg","Waiter Service","false"
"04SKYBXRAqeYIuuVDzwKNg","Delivery","false"
"04SKYBXRAqeYIuuVDzwKNg","Attire","casual"
"04SKYBXRAqeYIuuVDzwKNg","Good for Kids","true"
"04SKYBXRAqeYIuuVDzwKNg","Take-out","true"
"04SKYBXRAqeYIuuVDzwKNg","Accepts Credit Cards","true"
"04SKYBXRAqeYIuuVDzwKNg","Price Range","1"
"04SKYBXRAqeYIuuVDzwKNg","Takes Reservations","false"
"04SKYBXRAqeYIuuVDzwKNg","BYOB","false"
"04SKYBXRAqeYIuuVDzwKNg","BYOB/Corkage","no"
"04SKYBXRAqeYIuuVDzwKNg","Wheelchair Accessible","true"
"04SKYBXRAqeYIuuVDzwKNg","Good For Groups","true"
"04SKYBXRAqeYIuuVDzwKNg","Outdoor Seating","false"
"U9mhPrFfu-r-Z-HiGDU7YA","By Appointment Only","true"
"NQ9k6FFG5IkylMdM8cQnmQ","Wheelchair Accessible","true"
"NQ9k6FFG5IkylMdM8cQnmQ","Dogs Allowed","true"
"NQ9k6FFG5IkylMdM8cQnmQ","Accepts Credit Cards","true"
"NQ9k6FFG5IkylMdM8cQnmQ","Price Range","2"
"C5u1iFCgPp5wENbxaqIQPA","Accepts Credit Cards","true"
"DDnmNTvIIQu2t3WZ2EQx-w","Alcohol","full_bar"
"DDnmNTvIIQu2t3WZ2EQx-w","Waiter Service","true"
"DDnmNTvIIQu2t3WZ2EQx-w","Attire","casual"
"DDnmNTvIIQu2t3WZ2EQx-w","Delivery","false"
"DDnmNTvIIQu2t3WZ2EQx-w","Good for Kids","true"
"DDnmNTvIIQu2t3WZ2EQx-w","Take-out","true"
"DDnmNTvIIQu2t3WZ2EQx-w","Accepts Credit Cards","true"
"DDnmNTvIIQu2t3WZ2EQx-w","Price Range","2"
"DDnmNTvIIQu2t3WZ2EQx-w","Takes Reservations","true"
"DDnmNTvIIQu2t3WZ2EQx-w","Caters","true"
"DDnmNTvIIQu2t3WZ2EQx-w","Noise Level","average"
"DDnmNTvIIQu2t3WZ2EQx-w","Has TV","true"
"DDnmNTvIIQu2t3WZ2EQx-w","BYOB/Corkage","no"
"DDnmNTvIIQu2t3WZ2EQx-w","Wheelchair Accessible","true"
"DDnmNTvIIQu2t3WZ2EQx-w","Good For Groups","true"
"DDnmNTvIIQu2t3WZ2EQx-w","Outdoor Seating","true"
"DDnmNTvIIQu2t3WZ2EQx-w","Wi-Fi","no"
"Ih1TGSZyu2Q8htn2JA4tIA","Alcohol","full_bar"
"Ih1TGSZyu2Q8htn2JA4tIA","Waiter Service","true"
"Ih1TGSZyu2Q8htn2JA4tIA","Attire","casual"
"Ih1TGSZyu2Q8htn2JA4tIA","Delivery","false"
"Ih1TGSZyu2Q8htn2JA4tIA","Good for Kids","true"
"Ih1TGSZyu2Q8htn2JA4tIA","Take-out","true"
"Ih1TGSZyu2Q8htn2JA4tIA","Accepts Credit Cards","true"
"Ih1TGSZyu2Q8htn2JA4tIA","Price Range","2"
"Ih1TGSZyu2Q8htn2JA4tIA","Takes Reservations","true"
"Ih1TGSZyu2Q8htn2JA4tIA","Caters","false"
"Ih1TGSZyu2Q8htn2JA4tIA","Noise Level","quiet"
"Ih1TGSZyu2Q8htn2JA4tIA","Has TV","false"
"Ih1TGSZyu2Q8htn2JA4tIA","Wheelchair Accessible","true"
"Ih1TGSZyu2Q8htn2JA4tIA","Good For Groups","true"
"Ih1TGSZyu2Q8htn2JA4tIA","Outdoor Seating","false"
"Ih1TGSZyu2Q8htn2JA4tIA","Wi-Fi","no"
"FCcFT610nQBVcRdY-devQA","Coat Check","false"
"FCcFT610nQBVcRdY-devQA","Alcohol","full_bar"
"FCcFT610nQBVcRdY-devQA","Waiter Service","true"
"FCcFT610nQBVcRdY-devQA","Happy Hour","true"
"FCcFT610nQBVcRdY-devQA","Attire","casual"
"FCcFT610nQBVcRdY-devQA","Delivery","false"
"FCcFT610nQBVcRdY-devQA","Good for Kids","false"
"FCcFT610nQBVcRdY-devQA","Take-out","false"
"FCcFT610nQBVcRdY-devQA","Accepts Credit Cards","true"
"FCcFT610nQBVcRdY-devQA","Price Range","2"
"FCcFT610nQBVcRdY-devQA","Takes Reservations","true"
"FCcFT610nQBVcRdY-devQA","Smoking","outdoor"
"FCcFT610nQBVcRdY-devQA","Caters","false"
"FCcFT610nQBVcRdY-devQA","Noise Level","average"
"FCcFT610nQBVcRdY-devQA","Has TV","true"
"FCcFT610nQBVcRdY-devQA","Good For Groups","true"
"FCcFT610nQBVcRdY-devQA","Outdoor Seating","true"
"FCcFT610nQBVcRdY-devQA","Wi-Fi","free"
"FCcFT610nQBVcRdY-devQA","Good For Dancing","false"
"6n_YkYKnr5clOlVZ5Kerxw","By Appointment Only","true"
"50cJrzHLMDQiazc-w0V2gA","Dogs Allowed","true"
"50cJrzHLMDQiazc-w0V2gA","Accepts Credit Cards","true"
"50cJrzHLMDQiazc-w0V2gA","Price Range","2"
"50cJrzHLMDQiazc-w0V2gA","Wi-Fi","free"
"532kW_MNHlg64rz0eIn-ug","By Appointment Only","true"
"w5UduCXEjPr-uSmib5oPAw","Alcohol","full_bar"
"w5UduCXEjPr-uSmib5oPAw","Waiter Service","true"
"w5UduCXEjPr-uSmib5oPAw","Delivery","false"
"w5UduCXEjPr-uSmib5oPAw","Attire","casual"
"w5UduCXEjPr-uSmib5oPAw","Good for Kids","false"
"w5UduCXEjPr-uSmib5oPAw","Take-out","true"
"w5UduCXEjPr-uSmib5oPAw","Accepts Credit Cards","true"
"w5UduCXEjPr-uSmib5oPAw","Price Range","3"
"w5UduCXEjPr-uSmib5oPAw","Takes Reservations","true"
"w5UduCXEjPr-uSmib5oPAw","Order at Counter","false"
"w5UduCXEjPr-uSmib5oPAw","Wheelchair Accessible","true"
"w5UduCXEjPr-uSmib5oPAw","Good For Groups","true"
"w5UduCXEjPr-uSmib5oPAw","Good For Kids","false"
"2yMqb2Ey4PspeyLn4y2dHQ","Wheelchair Accessible","true"
"2yMqb2Ey4PspeyLn4y2dHQ","Accepts Credit Cards","true"
"2yMqb2Ey4PspeyLn4y2dHQ","Price Range","2"
"X_J65cnN3jJWGYacyNwKGg","Alcohol","none"
"X_J65cnN3jJWGYacyNwKGg","Waiter Service","true"
"X_J65cnN3jJWGYacyNwKGg","Attire","casual"
"X_J65cnN3jJWGYacyNwKGg","Delivery","true"
"X_J65cnN3jJWGYacyNwKGg","Good for Kids","true"
"X_J65cnN3jJWGYacyNwKGg","Dogs Allowed","false"
"X_J65cnN3jJWGYacyNwKGg","Take-out","true"
"X_J65cnN3jJWGYacyNwKGg","Accepts Credit Cards","true"
"X_J65cnN3jJWGYacyNwKGg","Price Range","1"
"X_J65cnN3jJWGYacyNwKGg","Takes Reservations","false"
"X_J65cnN3jJWGYacyNwKGg","Caters","true"
"X_J65cnN3jJWGYacyNwKGg","Noise Level","average"
"X_J65cnN3jJWGYacyNwKGg","Has TV","false"
"X_J65cnN3jJWGYacyNwKGg","Wheelchair Accessible","true"
"X_J65cnN3jJWGYacyNwKGg","Good For Groups","true"
"X_J65cnN3jJWGYacyNwKGg","Outdoor Seating","false"
"X_J65cnN3jJWGYacyNwKGg","Wi-Fi","no"
"n6eQomjE3b7k3TqqD0kY6g","Wheelchair Accessible","true"
"n6eQomjE3b7k3TqqD0kY6g","Accepts Credit Cards","true"
"n6eQomjE3b7k3TqqD0kY6g","Price Range","2"
"vfzUNcV9B3RhDyuZp0I1pQ","Alcohol","full_bar"
"vfzUNcV9B3RhDyuZp0I1pQ","Waiter Service","true"
"vfzUNcV9B3RhDyuZp0I1pQ","Attire","casual"
"vfzUNcV9B3RhDyuZp0I1pQ","Delivery","false"
"vfzUNcV9B3RhDyuZp0I1pQ","Good for Kids","true"
"vfzUNcV9B3RhDyuZp0I1pQ","Take-out","true"
"vfzUNcV9B3RhDyuZp0I1pQ","Accepts Credit Cards","true"
"vfzUNcV9B3RhDyuZp0I1pQ","Price Range","2"
"vfzUNcV9B3RhDyuZp0I1pQ","Takes Reservations","false"
"vfzUNcV9B3RhDyuZp0I1pQ","Caters","false"
"vfzUNcV9B3RhDyuZp0I1pQ","Noise Level","loud"
"vfzUNcV9B3RhDyuZp0I1pQ","Has TV","true"
"vfzUNcV9B3RhDyuZp0I1pQ","Wheelchair Accessible","true"
"vfzUNcV9B3RhDyuZp0I1pQ","Good For Groups","true"
"vfzUNcV9B3RhDyuZp0I1pQ","Outdoor Seating","false"
"vfzUNcV9B3RhDyuZp0I1pQ","Wi-Fi","no"
"vfzUNcV9B3RhDyuZp0I1pQ","Good For Kids","true"
"X4lwZ6Msx9GvpDBElqsv8A","Accepts Credit Cards","true"
"X4lwZ6Msx9GvpDBElqsv8A","Price Range","2"
"r_0k2yqAo1Z4tg_IgXr7Jg","Wheelchair Accessible","true"
"r_0k2yqAo1Z4tg_IgXr7Jg","Accepts Credit Cards","true"
"r_0k2yqAo1Z4tg_IgXr7Jg","Price Range","1"
"r_0k2yqAo1Z4tg_IgXr7Jg","Wi-Fi","free"
"7CaKZrLu_f0I4hkngBGxUA","By Appointment Only","false"
"7CaKZrLu_f0I4hkngBGxUA","Accepts Credit Cards","true"
"7CaKZrLu_f0I4hkngBGxUA","Price Range","2"
"7CaKZrLu_f0I4hkngBGxUA","Accepts Insurance","false"
"qK8WUOFeXavZ6q4sYNNLhw","Price Range","2"
"Y1eMoHPnhwoOcYsKxGl74g","Wheelchair Accessible","true"
"Y1eMoHPnhwoOcYsKxGl74g","Accepts Credit Cards","true"
"Y1eMoHPnhwoOcYsKxGl74g","Price Range","2"
"KKAbuwTTB1aNFSj8XpnEpw","Price Range","2"
"qjmCVYkwP-HDa35jwYucbQ","Alcohol","full_bar"
"qjmCVYkwP-HDa35jwYucbQ","Waiter Service","true"
"qjmCVYkwP-HDa35jwYucbQ","Attire","casual"
"qjmCVYkwP-HDa35jwYucbQ","Delivery","false"
"qjmCVYkwP-HDa35jwYucbQ","Good for Kids","true"
"qjmCVYkwP-HDa35jwYucbQ","Take-out","true"
"qjmCVYkwP-HDa35jwYucbQ","Accepts Credit Cards","true"
"qjmCVYkwP-HDa35jwYucbQ","Price Range","2"
"qjmCVYkwP-HDa35jwYucbQ","Takes Reservations","true"
"qjmCVYkwP-HDa35jwYucbQ","Caters","false"
"qjmCVYkwP-HDa35jwYucbQ","Noise Level","average"
"qjmCVYkwP-HDa35jwYucbQ","Has TV","false"
"qjmCVYkwP-HDa35jwYucbQ","Wheelchair Accessible","true"
"qjmCVYkwP-HDa35jwYucbQ","Good For Groups","true"
"qjmCVYkwP-HDa35jwYucbQ","Outdoor Seating","true"
"qjmCVYkwP-HDa35jwYucbQ","Wi-Fi","no"
"r2DS-PqOMA35EssB47SWNg","Alcohol","none"
"r2DS-PqOMA35EssB47SWNg","Waiter Service","false"
"r2DS-PqOMA35EssB47SWNg","Delivery","false"
"r2DS-PqOMA35EssB47SWNg","Attire","casual"
"r2DS-PqOMA35EssB47SWNg","Good for Kids","true"
"r2DS-PqOMA35EssB47SWNg","Take-out","true"
"r2DS-PqOMA35EssB47SWNg","Accepts Credit Cards","true"
"r2DS-PqOMA35EssB47SWNg","Price Range","1"
"r2DS-PqOMA35EssB47SWNg","Caters","true"
"r2DS-PqOMA35EssB47SWNg","Noise Level","average"
"r2DS-PqOMA35EssB47SWNg","Has TV","false"
"r2DS-PqOMA35EssB47SWNg","Good For Groups","false"
"r2DS-PqOMA35EssB47SWNg","Outdoor Seating","true"
"r2DS-PqOMA35EssB47SWNg","Wi-Fi","free"
"07UqHgBkJ4Kach2sVT2FdQ","Accepts Credit Cards","true"
"Xqh9wCLzlt7ChkrV9BdR2Q","Alcohol","none"
"Xqh9wCLzlt7ChkrV9BdR2Q","Waiter Service","false"
"Xqh9wCLzlt7ChkrV9BdR2Q","Delivery","true"
"Xqh9wCLzlt7ChkrV9BdR2Q","Attire","casual"
"Xqh9wCLzlt7ChkrV9BdR2Q","Good for Kids","false"
"Xqh9wCLzlt7ChkrV9BdR2Q","Take-out","true"
"Xqh9wCLzlt7ChkrV9BdR2Q","Accepts Credit Cards","true"
"Xqh9wCLzlt7ChkrV9BdR2Q","Price Range","1"
"Xqh9wCLzlt7ChkrV9BdR2Q","Takes Reservations","false"
"Xqh9wCLzlt7ChkrV9BdR2Q","Wheelchair Accessible","false"
"Xqh9wCLzlt7ChkrV9BdR2Q","Good For Groups","false"
"Xqh9wCLzlt7ChkrV9BdR2Q","Outdoor Seating","false"
"Jje3kP5CNasYDSpH0NPRGQ","Alcohol","beer_and_wine"
"Jje3kP5CNasYDSpH0NPRGQ","Waiter Service","true"
"Jje3kP5CNasYDSpH0NPRGQ","Delivery","true"
"Jje3kP5CNasYDSpH0NPRGQ","Attire","casual"
"Jje3kP5CNasYDSpH0NPRGQ","Good for Kids","true"
"Jje3kP5CNasYDSpH0NPRGQ","Take-out","true"
"Jje3kP5CNasYDSpH0NPRGQ","Accepts Credit Cards","true"
"Jje3kP5CNasYDSpH0NPRGQ","Price Range","2"
"Jje3kP5CNasYDSpH0NPRGQ","Noise Level","average"
"Jje3kP5CNasYDSpH0NPRGQ","Has TV","true"
"Jje3kP5CNasYDSpH0NPRGQ","Wheelchair Accessible","true"
"Jje3kP5CNasYDSpH0NPRGQ","Good For Groups","true"
"Jje3kP5CNasYDSpH0NPRGQ","Outdoor Seating","true"
"Jje3kP5CNasYDSpH0NPRGQ","Wi-Fi","paid"
"k8B-ZZZezlXYLE7YC7FvQg","Accepts Credit Cards","true"
"vYTzbaemujdD4K4p18hNlw","By Appointment Only","true"
"zRxSXco0Fs42aPzR6rJSzw","By Appointment Only","true"
"zRxSXco0Fs42aPzR6rJSzw","Accepts Credit Cards","true"
"zRxSXco0Fs42aPzR6rJSzw","Price Range","2"
"y3V2jqKmvWjyo9Mc-Ipn4g","Alcohol","beer_and_wine"
"y3V2jqKmvWjyo9Mc-Ipn4g","Waiter Service","true"
"y3V2jqKmvWjyo9Mc-Ipn4g","Attire","casual"
"y3V2jqKmvWjyo9Mc-Ipn4g","Delivery","false"
"y3V2jqKmvWjyo9Mc-Ipn4g","Good for Kids","true"
"y3V2jqKmvWjyo9Mc-Ipn4g","Take-out","true"
"y3V2jqKmvWjyo9Mc-Ipn4g","Accepts Credit Cards","true"
"y3V2jqKmvWjyo9Mc-Ipn4g","Price Range","2"
"y3V2jqKmvWjyo9Mc-Ipn4g","Takes Reservations","true"
"y3V2jqKmvWjyo9Mc-Ipn4g","Noise Level","quiet"
"y3V2jqKmvWjyo9Mc-Ipn4g","Has TV","false"
"y3V2jqKmvWjyo9Mc-Ipn4g","Wheelchair Accessible","true"
"y3V2jqKmvWjyo9Mc-Ipn4g","Good For Groups","true"
"y3V2jqKmvWjyo9Mc-Ipn4g","Outdoor Seating","false"
"y3V2jqKmvWjyo9Mc-Ipn4g","Wi-Fi","no"
"y3V2jqKmvWjyo9Mc-Ipn4g","Good For Kids","true"
"R53UdKGf8uKUIqErS4vc0g","Waiter Service","false"
"R53UdKGf8uKUIqErS4vc0g","Attire","casual"
"R53UdKGf8uKUIqErS4vc0g","Delivery","false"
"R53UdKGf8uKUIqErS4vc0g","Good for Kids","false"
"R53UdKGf8uKUIqErS4vc0g","Wheelchair Accessible","true"
"R53UdKGf8uKUIqErS4vc0g","Good For Groups","false"
"R53UdKGf8uKUIqErS4vc0g","Take-out","true"
"R53UdKGf8uKUIqErS4vc0g","Price Range","1"
"R53UdKGf8uKUIqErS4vc0g","Outdoor Seating","true"
"R53UdKGf8uKUIqErS4vc0g","Takes Reservations","false"
"3RCa_Qq-j1yaySmdDvYwZw","By Appointment Only","true"
"7cP7WFmWiTVh-raIL3N_Vw","Coat Check","false"
"7cP7WFmWiTVh-raIL3N_Vw","Corkage","true"
"7cP7WFmWiTVh-raIL3N_Vw","Open 24 Hours","false"
"7cP7WFmWiTVh-raIL3N_Vw","Attire","casual"
"7cP7WFmWiTVh-raIL3N_Vw","Accepts Credit Cards","true"
"7cP7WFmWiTVh-raIL3N_Vw","Takes Reservations","false"
"7cP7WFmWiTVh-raIL3N_Vw","Order at Counter","true"
"7cP7WFmWiTVh-raIL3N_Vw","Smoking","outdoor"
"7cP7WFmWiTVh-raIL3N_Vw","Caters","false"
"7cP7WFmWiTVh-raIL3N_Vw","Outdoor Seating","false"
"7cP7WFmWiTVh-raIL3N_Vw","Wi-Fi","no"
"7cP7WFmWiTVh-raIL3N_Vw","Alcohol","beer_and_wine"
"7cP7WFmWiTVh-raIL3N_Vw","Waiter Service","true"
"7cP7WFmWiTVh-raIL3N_Vw","Delivery","false"
"7cP7WFmWiTVh-raIL3N_Vw","Happy Hour","true"
"7cP7WFmWiTVh-raIL3N_Vw","Good for Kids","false"
"7cP7WFmWiTVh-raIL3N_Vw","Take-out","false"
"7cP7WFmWiTVh-raIL3N_Vw","Price Range","2"
"7cP7WFmWiTVh-raIL3N_Vw","BYOB","false"
"7cP7WFmWiTVh-raIL3N_Vw","Noise Level","average"
"7cP7WFmWiTVh-raIL3N_Vw","Has TV","false"
"7cP7WFmWiTVh-raIL3N_Vw","Wheelchair Accessible","true"
"7cP7WFmWiTVh-raIL3N_Vw","BYOB/Corkage","no"
"7cP7WFmWiTVh-raIL3N_Vw","Good For Groups","false"
"7cP7WFmWiTVh-raIL3N_Vw","Good For Dancing","false"
"7cP7WFmWiTVh-raIL3N_Vw","Good For Kids","false"
"ElEF5b3n27IBzbA4R-1M1g","Waiter Service","false"
"ElEF5b3n27IBzbA4R-1M1g","Attire","casual"
"ElEF5b3n27IBzbA4R-1M1g","Take-out","true"
"ElEF5b3n27IBzbA4R-1M1g","Accepts Credit Cards","true"
"ElEF5b3n27IBzbA4R-1M1g","Price Range","2"
"ElEF5b3n27IBzbA4R-1M1g","Takes Reservations","false"
"W3VsNhHLMRj5ABMdMcpaUw","Alcohol","beer_and_wine"
"W3VsNhHLMRj5ABMdMcpaUw","Waiter Service","false"
"W3VsNhHLMRj5ABMdMcpaUw","Delivery","false"
"W3VsNhHLMRj5ABMdMcpaUw","Attire","formal"
"W3VsNhHLMRj5ABMdMcpaUw","Good for Kids","false"
"W3VsNhHLMRj5ABMdMcpaUw","Dogs Allowed","true"
"W3VsNhHLMRj5ABMdMcpaUw","Take-out","false"
"W3VsNhHLMRj5ABMdMcpaUw","Accepts Credit Cards","true"
"W3VsNhHLMRj5ABMdMcpaUw","Price Range","2"
"W3VsNhHLMRj5ABMdMcpaUw","Takes Reservations","false"
"W3VsNhHLMRj5ABMdMcpaUw","Noise Level","quiet"
"W3VsNhHLMRj5ABMdMcpaUw","Has TV","false"
"W3VsNhHLMRj5ABMdMcpaUw","Wheelchair Accessible","true"
"W3VsNhHLMRj5ABMdMcpaUw","Good For Groups","false"
"W3VsNhHLMRj5ABMdMcpaUw","Outdoor Seating","true"
"W3VsNhHLMRj5ABMdMcpaUw","Wi-Fi","free"
"U7KGTH26f4uyKXCHt4A4cw","By Appointment Only","false"
"U7KGTH26f4uyKXCHt4A4cw","Accepts Credit Cards","true"
"U7KGTH26f4uyKXCHt4A4cw","Price Range","2"
"VVxzmzGoRbjVV7P5bQcLfg","Price Range","2"
"gocKJln2Icy2IyCunB1eOA","Wheelchair Accessible","true"
"gocKJln2Icy2IyCunB1eOA","Accepts Credit Cards","true"
"gocKJln2Icy2IyCunB1eOA","Price Range","2"
"ZXlO9S1MG2I-L5uLSF-nPA","Alcohol","full_bar"
"ZXlO9S1MG2I-L5uLSF-nPA","Waiter Service","true"
"ZXlO9S1MG2I-L5uLSF-nPA","Delivery","true"
"ZXlO9S1MG2I-L5uLSF-nPA","Attire","casual"
"ZXlO9S1MG2I-L5uLSF-nPA","Good for Kids","false"
"ZXlO9S1MG2I-L5uLSF-nPA","Accepts Credit Cards","true"
"ZXlO9S1MG2I-L5uLSF-nPA","Price Range","2"
"ZXlO9S1MG2I-L5uLSF-nPA","Takes Reservations","false"
"ZXlO9S1MG2I-L5uLSF-nPA","Wheelchair Accessible","true"
"ZXlO9S1MG2I-L5uLSF-nPA","Good For Groups","true"
"ZXlO9S1MG2I-L5uLSF-nPA","Outdoor Seating","true"
"ZXlO9S1MG2I-L5uLSF-nPA","Good For Kids","false"
"-x_jL2OCWPdObGTOwIpN4w","Wheelchair Accessible","true"
"-x_jL2OCWPdObGTOwIpN4w","Accepts Credit Cards","true"
"-x_jL2OCWPdObGTOwIpN4w","Outdoor Seating","true"
"-x_jL2OCWPdObGTOwIpN4w","Price Range","1"
"-x_jL2OCWPdObGTOwIpN4w","Wi-Fi","free"
"7KCLeDNdFDkdoA6MUavxwQ","Alcohol","full_bar"
"7KCLeDNdFDkdoA6MUavxwQ","Waiter Service","true"
"7KCLeDNdFDkdoA6MUavxwQ","Delivery","false"
"7KCLeDNdFDkdoA6MUavxwQ","Attire","casual"
"7KCLeDNdFDkdoA6MUavxwQ","Good for Kids","true"
"7KCLeDNdFDkdoA6MUavxwQ","Take-out","true"
"7KCLeDNdFDkdoA6MUavxwQ","Accepts Credit Cards","true"
"7KCLeDNdFDkdoA6MUavxwQ","Price Range","2"
"7KCLeDNdFDkdoA6MUavxwQ","Takes Reservations","true"
"7KCLeDNdFDkdoA6MUavxwQ","Noise Level","average"
"7KCLeDNdFDkdoA6MUavxwQ","Has TV","true"
"7KCLeDNdFDkdoA6MUavxwQ","Wheelchair Accessible","true"
"7KCLeDNdFDkdoA6MUavxwQ","Good For Groups","true"
"7KCLeDNdFDkdoA6MUavxwQ","Outdoor Seating","false"
"2kZiyGqzB5Lnc0cZgHCOfw","Good for Kids","false"
"Zk584MLn3STVm1ZXpABSmA","Attire","casual"
"Zk584MLn3STVm1ZXpABSmA","Delivery","false"
"Zk584MLn3STVm1ZXpABSmA","Noise Level","average"
"Zk584MLn3STVm1ZXpABSmA","Has TV","true"
"Zk584MLn3STVm1ZXpABSmA","Take-out","true"
"Zk584MLn3STVm1ZXpABSmA","Accepts Credit Cards","true"
"Zk584MLn3STVm1ZXpABSmA","Price Range","1"
"Zk584MLn3STVm1ZXpABSmA","Outdoor Seating","false"
"Zk584MLn3STVm1ZXpABSmA","Takes Reservations","false"
"Zk584MLn3STVm1ZXpABSmA","Wi-Fi","no"
"y6uO4ydAwBHUujfiSktxZg","Alcohol","full_bar"
"y6uO4ydAwBHUujfiSktxZg","Waiter Service","true"
"y6uO4ydAwBHUujfiSktxZg","Attire","casual"
"y6uO4ydAwBHUujfiSktxZg","Delivery","false"
"y6uO4ydAwBHUujfiSktxZg","Good for Kids","true"
"y6uO4ydAwBHUujfiSktxZg","Take-out","true"
"y6uO4ydAwBHUujfiSktxZg","Accepts Credit Cards","true"
"y6uO4ydAwBHUujfiSktxZg","Price Range","2"
"y6uO4ydAwBHUujfiSktxZg","Takes Reservations","false"
"y6uO4ydAwBHUujfiSktxZg","Caters","true"
"y6uO4ydAwBHUujfiSktxZg","Noise Level","average"
"y6uO4ydAwBHUujfiSktxZg","Has TV","true"
"y6uO4ydAwBHUujfiSktxZg","Wheelchair Accessible","true"
"y6uO4ydAwBHUujfiSktxZg","Good For Groups","true"
"y6uO4ydAwBHUujfiSktxZg","Outdoor Seating","true"
"y6uO4ydAwBHUujfiSktxZg","Wi-Fi","no"
"uaL1-3F-L-BbgQalu8GVSw","Accepts Credit Cards","true"
"uaL1-3F-L-BbgQalu8GVSw","Price Range","1"
"LibQv6uJiktJh7U3beNA2g","Corkage","false"
"LibQv6uJiktJh7U3beNA2g","Alcohol","full_bar"
"LibQv6uJiktJh7U3beNA2g","Waiter Service","true"
"LibQv6uJiktJh7U3beNA2g","Delivery","false"
"LibQv6uJiktJh7U3beNA2g","Attire","casual"
"LibQv6uJiktJh7U3beNA2g","Good for Kids","true"
"LibQv6uJiktJh7U3beNA2g","Take-out","true"
"LibQv6uJiktJh7U3beNA2g","Accepts Credit Cards","true"
"LibQv6uJiktJh7U3beNA2g","Price Range","2"
"LibQv6uJiktJh7U3beNA2g","Takes Reservations","false"
"LibQv6uJiktJh7U3beNA2g","BYOB","false"
"LibQv6uJiktJh7U3beNA2g","BYOB/Corkage","yes_free"
