,business_id,attribute_name,attribute_value
412,GBN0-wo_cHLnC_pwoOTIFQ,Price Range,1
413,GBN0-wo_cHLnC_pwoOTIFQ,Takes Reservations,false
414,GBN0-wo_cHLnC_pwoOTIFQ,Noise Level,quiet
415,GBN0-wo_cHLnC_pwoOTIFQ,Has TV,false
416,GBN0-wo_cHLnC_pwoOTIFQ,Wheelchair Accessible,true
417,GBN0-wo_cHLnC_pwoOTIFQ,Good For Groups,true
418,GBN0-wo_cHLnC_pwoOTIFQ,Outdoor Seating,false
419,-NrEcXQ0qioMwkRsgoq8Kw,Accepts Credit Cards,true
420,rO1BrNjNKcbPlyAdhjGTiw,Accepts Credit Cards,true
421,-8Z6AiHwXInpnl6Q1Ey_5w,Wheelchair Accessible,true
422,-8Z6AiHwXInpnl6Q1Ey_5w,Accepts Credit Cards,true
423,-8Z6AiHwXInpnl6Q1Ey_5w,Price Range,2
424,iZpgRNPogioU5sEaDyl5uw,Alcohol,none
425,iZpgRNPogioU5sEaDyl5uw,Waiter Service,false
426,iZpgRNPogioU5sEaDyl5uw,Attire,casual
427,iZpgRNPogioU5sEaDyl5uw,Delivery,true
428,iZpgRNPogioU5sEaDyl5uw,Good for Kids,true
429,iZpgRNPogioU5sEaDyl5uw,Take-out,true
430,iZpgRNPogioU5sEaDyl5uw,Accepts Credit Cards,true
431,iZpgRNPogioU5sEaDyl5uw,Price Range,1
432,iZpgRNPogioU5sEaDyl5uw,Takes Reservations,false
433,iZpgRNPogioU5sEaDyl5uw,Caters,false
434,iZpgRNPogioU5sEaDyl5uw,Noise Level,quiet
435,iZpgRNPogioU5sEaDyl5uw,Has TV,true
436,iZpgRNPogioU5sEaDyl5uw,Wheelchair Accessible,true
437,iZpgRNPogioU5sEaDyl5uw,Good For Groups,false
438,iZpgRNPogioU5sEaDyl5uw,Outdoor Seating,false
439,iZpgRNPogioU5sEaDyl5uw,Wi-Fi,no
440,lLC7pJSpnF9CDfL9Gbg-Sg,Accepts Credit Cards,false
441,lLC7pJSpnF9CDfL9Gbg-Sg,Price Range,1
442,Fo1ttGuJfqKkbUCBVSNxXg,Accepts Credit Cards,true
443,Fo1ttGuJfqKkbUCBVSNxXg,Price Range,2
444,-_K8AE722c1u9Dsa8jo_vg,Wheelchair Accessible,true
445,-_K8AE722c1u9Dsa8jo_vg,Dogs Allowed,true
446,-_K8AE722c1u9Dsa8jo_vg,Accepts Credit Cards,true
447,-_K8AE722c1u9Dsa8jo_vg,Price Range,3
448,Cr2JNnewX53TYd9w6qw6Jw,Alcohol,none
449,Cr2JNnewX53TYd9w6qw6Jw,Waiter Service,false
450,Cr2JNnewX53TYd9w6qw6Jw,Attire,casual
451,Cr2JNnewX53TYd9w6qw6Jw,Delivery,false
452,Cr2JNnewX53TYd9w6qw6Jw,Good for Kids,true
453,Cr2JNnewX53TYd9w6qw6Jw,Drive-Thru,false
454,Cr2JNnewX53TYd9w6qw6Jw,Take-out,true
455,Cr2JNnewX53TYd9w6qw6Jw,Accepts Credit Cards,true
456,Cr2JNnewX53TYd9w6qw6Jw,Price Range,1
457,Cr2JNnewX53TYd9w6qw6Jw,Takes Reservations,false
458,Cr2JNnewX53TYd9w6qw6Jw,Caters,false
459,Cr2JNnewX53TYd9w6qw6Jw,Noise Level,average
460,Cr2JNnewX53TYd9w6qw6Jw,Has TV,false
461,Cr2JNnewX53TYd9w6qw6Jw,Good For Groups,true
462,Cr2JNnewX53TYd9w6qw6Jw,Outdoor Seating,true
463,Cr2JNnewX53TYd9w6qw6Jw,Wi-Fi,no
464,04SKYBXRAqeYIuuVDzwKNg,Alcohol,beer_and_wine
465,04SKYBXRAqeYIuuVDzwKNg,Waiter Service,false
466,04SKYBXRAqeYIuuVDzwKNg,Delivery,false
467,04SKYBXRAqeYIuuVDzwKNg,Attire,casual
468,04SKYBXRAqeYIuuVDzwKNg,Good for Kids,true
469,04SKYBXRAqeYIuuVDzwKNg,Take-out,true
470,04SKYBXRAqeYIuuVDzwKNg,Accepts Credit Cards,true
471,04SKYBXRAqeYIuuVDzwKNg,Price Range,1
472,04SKYBXRAqeYIuuVDzwKNg,Takes Reservations,false
473,04SKYBXRAqeYIuuVDzwKNg,BYOB,false
474,04SKYBXRAqeYIuuVDzwKNg,BYOB/Corkage,no
475,04SKYBXRAqeYIuuVDzwKNg,Wheelchair Accessible,true
476,04SKYBXRAqeYIuuVDzwKNg,Good For Groups,true
477,04SKYBXRAqeYIuuVDzwKNg,Outdoor Seating,false
478,U9mhPrFfu-r-Z-HiGDU7YA,By Appointment Only,true
479,NQ9k6FFG5IkylMdM8cQnmQ,Wheelchair Accessible,true
480,NQ9k6FFG5IkylMdM8cQnmQ,Dogs Allowed,true
481,NQ9k6FFG5IkylMdM8cQnmQ,Accepts Credit Cards,true
482,NQ9k6FFG5IkylMdM8cQnmQ,Price Range,2
483,C5u1iFCgPp5wENbxaqIQPA,Accepts Credit Cards,true
484,DDnmNTvIIQu2t3WZ2EQx-w,Alcohol,full_bar
485,DDnmNTvIIQu2t3WZ2EQx-w,Waiter Service,true
486,DDnmNTvIIQu2t3WZ2EQx-w,Attire,casual
487,DDnmNTvIIQu2t3WZ2EQx-w,Delivery,false
488,DDnmNTvIIQu2t3WZ2EQx-w,Good for Kids,true
489,DDnmNTvIIQu2t3WZ2EQx-w,Take-out,true
490,DDnmNTvIIQu2t3WZ2EQx-w,Accepts Credit Cards,true
491,DDnmNTvIIQu2t3WZ2EQx-w,Price Range,2
492,DDnmNTvIIQu2t3WZ2EQx-w,Takes Reservations,true
493,DDnmNTvIIQu2t3WZ2EQx-w,Caters,true
494,DDnmNTvIIQu2t3WZ2EQx-w,Noise Level,average
495,DDnmNTvIIQu2t3WZ2EQx-w,Has TV,true
496,DDnmNTvIIQu2t3WZ2EQx-w,BYOB/Corkage,no
497,DDnmNTvIIQu2t3WZ2EQx-w,Wheelchair Accessible,true
498,DDnmNTvIIQu2t3WZ2EQx-w,Good For Groups,true
499,DDnmNTvIIQu2t3WZ2EQx-w,Outdoor Seating,true
500,DDnmNTvIIQu2t3WZ2EQx-w,Wi-Fi,no
501,Ih1TGSZyu2Q8htn2JA4tIA,Alcohol,full_bar
502,Ih1TGSZyu2Q8htn2JA4tIA,Waiter Service,true
503,Ih1TGSZyu2Q8htn2JA4tIA,Attire,casual
504,Ih1TGSZyu2Q8htn2JA4tIA,Delivery,false
505,Ih1TGSZyu2Q8htn2JA4tIA,Good for Kids,true
506,Ih1TGSZyu2Q8htn2JA4tIA,Take-out,true
507,Ih1TGSZyu2Q8htn2JA4tIA,Accepts Credit Cards,true
508,Ih1TGSZyu2Q8htn2JA4tIA,Price Range,2
509,Ih1TGSZyu2Q8htn2JA4tIA,Takes Reservations,true
510,Ih1TGSZyu2Q8htn2JA4tIA,Caters,false
511,Ih1TGSZyu2Q8htn2JA4tIA,Noise Level,quiet
512,Ih1TGSZyu2Q8htn2JA4tIA,Has TV,false
513,Ih1TGSZyu2Q8htn2JA4tIA,Wheelchair Accessible,true
514,Ih1TGSZyu2Q8htn2JA4tIA,Good For Groups,true
515,Ih1TGSZyu2Q8htn2JA4tIA,Outdoor Seating,false
516,Ih1TGSZyu2Q8htn2JA4tIA,Wi-Fi,no
517,FCcFT610nQBVcRdY-devQA,Coat Check,false
518,FCcFT610nQBVcRdY-devQA,Alcohol,full_bar
519,FCcFT610nQBVcRdY-devQA,Waiter Service,true
520,FCcFT610nQBVcRdY-devQA,Happy Hour,true
521,FCcFT610nQBVcRdY-devQA,Attire,casual
522,FCcFT610nQBVcRdY-devQA,Delivery,false
523,FCcFT610nQBVcRdY-devQA,Good for Kids,false
524,FCcFT610nQBVcRdY-devQA,Take-out,false
525,FCcFT610nQBVcRdY-devQA,Accepts Credit Cards,true
526,FCcFT610nQBVcRdY-devQA,Price Range,2
527,FCcFT610nQBVcRdY-devQA,Takes Reservations,true
528,FCcFT610nQBVcRdY-devQA,Smoking,outdoor
529,FCcFT610nQBVcRdY-devQA,Caters,false
530,FCcFT610nQBVcRdY-devQA,Noise Level,average
531,FCcFT610nQBVcRdY-devQA,Has TV,true
532,FCcFT610nQBVcRdY-devQA,Good For Groups,true
533,FCcFT610nQBVcRdY-devQA,Outdoor Seating,true
534,FCcFT610nQBVcRdY-devQA,Wi-Fi,free
535,FCcFT610nQBVcRdY-devQA,Good For Dancing,false
536,6n_YkYKnr5clOlVZ5Kerxw,By Appointment Only,true
537,50cJrzHLMDQiazc-w0V2gA,Dogs Allowed,true
538,50cJrzHLMDQiazc-w0V2gA,Accepts Credit Cards,true
539,50cJrzHLMDQiazc-w0V2gA,Price Range,2
540,50cJrzHLMDQiazc-w0V2gA,Wi-Fi,free
541,532kW_MNHlg64rz0eIn-ug,By Appointment Only,true
542,w5UduCXEjPr-uSmib5oPAw,Alcohol,full_bar
543,w5UduCXEjPr-uSmib5oPAw,Waiter Service,true
544,w5UduCXEjPr-uSmib5oPAw,Delivery,false
545,w5UduCXEjPr-uSmib5oPAw,Attire,casual
546,w5UduCXEjPr-uSmib5oPAw,Good for Kids,false
547,w5UduCXEjPr-uSmib5oPAw,Take-out,true
548,w5UduCXEjPr-uSmib5oPAw,Accepts Credit Cards,true
549,w5UduCXEjPr-uSmib5oPAw,Price Range,3
550,w5UduCXEjPr-uSmib5oPAw,Takes Reservations,true
551,w5UduCXEjPr-uSmib5oPAw,Order at Counter,false
552,w5UduCXEjPr-uSmib5oPAw,Wheelchair Accessible,true
553,w5UduCXEjPr-uSmib5oPAw,Good For Groups,true
554,w5UduCXEjPr-uSmib5oPAw,Good For Kids,false
555,2yMqb2Ey4PspeyLn4y2dHQ,Wheelchair Accessible,true
556,2yMqb2Ey4PspeyLn4y2dHQ,Accepts Credit Cards,true
557,2yMqb2Ey4PspeyLn4y2dHQ,Price Range,2
558,X_J65cnN3jJWGYacyNwKGg,Alcohol,none
559,X_J65cnN3jJWGYacyNwKGg,Waiter Service,true
560,X_J65cnN3jJWGYacyNwKGg,Attire,casual
561,X_J65cnN3jJWGYacyNwKGg,Delivery,true
562,X_J65cnN3jJWGYacyNwKGg,Good for Kids,true
563,X_J65cnN3jJWGYacyNwKGg,Dogs Allowed,false
564,X_J65cnN3jJWGYacyNwKGg,Take-out,true
565,X_J65cnN3jJWGYacyNwKGg,Accepts Credit Cards,true
566,X_J65cnN3jJWGYacyNwKGg,Price Range,1
567,X_J65cnN3jJWGYacyNwKGg,Takes Reservations,false
568,X_J65cnN3jJWGYacyNwKGg,Caters,true
569,X_J65cnN3jJWGYacyNwKGg,Noise Level,average
570,X_J65cnN3jJWGYacyNwKGg,Has TV,false
571,X_J65cnN3jJWGYacyNwKGg,Wheelchair Accessible,true
572,X_J65cnN3jJWGYacyNwKGg,Good For Groups,true
573,X_J65cnN3jJWGYacyNwKGg,Outdoor Seating,false
574,X_J65cnN3jJWGYacyNwKGg,Wi-Fi,no
575,n6eQomjE3b7k3TqqD0kY6g,Wheelchair Accessible,true
576,n6eQomjE3b7k3TqqD0kY6g,Accepts Credit Cards,true
577,n6eQomjE3b7k3TqqD0kY6g,Price Range,2
578,vfzUNcV9B3RhDyuZp0I1pQ,Alcohol,full_bar
579,vfzUNcV9B3RhDyuZp0I1pQ,Waiter Service,true
580,vfzUNcV9B3RhDyuZp0I1pQ,Attire,casual
581,vfzUNcV9B3RhDyuZp0I1pQ,Delivery,false
582,vfzUNcV9B3RhDyuZp0I1pQ,Good for Kids,true
583,vfzUNcV9B3RhDyuZp0I1pQ,Take-out,true
584,vfzUNcV9B3RhDyuZp0I1pQ,Accepts Credit Cards,true
585,vfzUNcV9B3RhDyuZp0I1pQ,Price Range,2
586,vfzUNcV9B3RhDyuZp0I1pQ,Takes Reservations,false
587,vfzUNcV9B3RhDyuZp0I1pQ,Caters,false
588,vfzUNcV9B3RhDyuZp0I1pQ,Noise Level,loud
589,vfzUNcV9B3RhDyuZp0I1pQ,Has TV,true
590,vfzUNcV9B3RhDyuZp0I1pQ,Wheelchair Accessible,true
591,vfzUNcV9B3RhDyuZp0I1pQ,Good For Groups,true
592,vfzUNcV9B3RhDyuZp0I1pQ,Outdoor Seating,false
593,vfzUNcV9B3RhDyuZp0I1pQ,Wi-Fi,no
594,vfzUNcV9B3RhDyuZp0I1pQ,Good For Kids,true
595,X4lwZ6Msx9GvpDBElqsv8A,Accepts Credit Cards,true
596,X4lwZ6Msx9GvpDBElqsv8A,Price Range,2
597,r_0k2yqAo1Z4tg_IgXr7Jg,Wheelchair Accessible,true
598,r_0k2yqAo1Z4tg_IgXr7Jg,Accepts Credit Cards,true
599,r_0k2yqAo1Z4tg_IgXr7Jg,Price Range,1
600,r_0k2yqAo1Z4tg_IgXr7Jg,Wi-Fi,free
601,7CaKZrLu_f0I4hkngBGxUA,By Appointment Only,false
602,7CaKZrLu_f0I4hkngBGxUA,Accepts Credit Cards,true
603,7CaKZrLu_f0I4hkngBGxUA,Price Range,2
604,7CaKZrLu_f0I4hkngBGxUA,Accepts Insurance,false
605,qK8WUOFeXavZ6q4sYNNLhw,Price Range,2
606,Y1eMoHPnhwoOcYsKxGl74g,Wheelchair Accessible,true
607,Y1eMoHPnhwoOcYsKxGl74g,Accepts Credit Cards,true
608,Y1eMoHPnhwoOcYsKxGl74g,Price Range,2
609,KKAbuwTTB1aNFSj8XpnEpw,Price Range,2
610,qjmCVYkwP-HDa35jwYucbQ,Alcohol,full_bar
611,qjmCVYkwP-HDa35jwYucbQ,Waiter Service,true
612,qjmCVYkwP-HDa35jwYucbQ,Attire,casual
613,qjmCVYkwP-HDa35jwYucbQ,Delivery,false
614,qjmCVYkwP-HDa35jwYucbQ,Good for Kids,true
615,qjmCVYkwP-HDa35jwYucbQ,Take-out,true
616,qjmCVYkwP-HDa35jwYucbQ,Accepts Credit Cards,true
617,qjmCVYkwP-HDa35jwYucbQ,Price Range,2
618,qjmCVYkwP-HDa35jwYucbQ,Takes Reservations,true
619,qjmCVYkwP-HDa35jwYucbQ,Caters,false
620,qjmCVYkwP-HDa35jwYucbQ,Noise Level,average
621,qjmCVYkwP-HDa35jwYucbQ,Has TV,false
622,qjmCVYkwP-HDa35jwYucbQ,Wheelchair Accessible,true
623,qjmCVYkwP-HDa35jwYucbQ,Good For Groups,true
624,qjmCVYkwP-HDa35jwYucbQ,Outdoor Seating,true
625,qjmCVYkwP-HDa35jwYucbQ,Wi-Fi,no
626,r2DS-PqOMA35EssB47SWNg,Alcohol,none
627,r2DS-PqOMA35EssB47SWNg,Waiter Service,false
628,r2DS-PqOMA35EssB47SWNg,Delivery,false
629,r2DS-PqOMA35EssB47SWNg,Attire,casual
630,r2DS-PqOMA35EssB47SWNg,Good for Kids,true
631,r2DS-PqOMA35EssB47SWNg,Take-out,true
632,r2DS-PqOMA35EssB47SWNg,Accepts Credit Cards,true
633,r2DS-PqOMA35EssB47SWNg,Price Range,1
634,r2DS-PqOMA35EssB47SWNg,Caters,true
635,r2DS-PqOMA35EssB47SWNg,Noise Level,average
636,r2DS-PqOMA35EssB47SWNg,Has TV,false
637,r2DS-PqOMA35EssB47SWNg,Good For Groups,false
638,r2DS-PqOMA35EssB47SWNg,Outdoor Seating,true
639,r2DS-PqOMA35EssB47SWNg,Wi-Fi,free
640,07UqHgBkJ4Kach2sVT2FdQ,Accepts Credit Cards,true
641,Xqh9wCLzlt7ChkrV9BdR2Q,Alcohol,none
642,Xqh9wCLzlt7ChkrV9BdR2Q,Waiter Service,false
643,Xqh9wCLzlt7ChkrV9BdR2Q,Delivery,true
644,Xqh9wCLzlt7ChkrV9BdR2Q,Attire,casual
645,Xqh9wCLzlt7ChkrV9BdR2Q,Good for Kids,false
646,Xqh9wCLzlt7ChkrV9BdR2Q,Take-out,true
647,Xqh9wCLzlt7ChkrV9BdR2Q,Accepts Credit Cards,true
648,Xqh9wCLzlt7ChkrV9BdR2Q,Price Range,1
649,Xqh9wCLzlt7ChkrV9BdR2Q,Takes Reservations,false
650,Xqh9wCLzlt7ChkrV9BdR2Q,Wheelchair Accessible,false
651,Xqh9wCLzlt7ChkrV9BdR2Q,Good For Groups,false
652,Xqh9wCLzlt7ChkrV9BdR2Q,Outdoor Seating,false
653,Jje3kP5CNasYDSpH0NPRGQ,Alcohol,beer_and_wine
654,Jje3kP5CNasYDSpH0NPRGQ,Waiter Service,true
655,Jje3kP5CNasYDSpH0NPRGQ,Delivery,true
656,Jje3kP5CNasYDSpH0NPRGQ,Attire,casual
657,Jje3kP5CNasYDSpH0NPRGQ,Good for Kids,true
658,Jje3kP5CNasYDSpH0NPRGQ,Take-out,true
659,Jje3kP5CNasYDSpH0NPRGQ,Accepts Credit Cards,true
660,Jje3kP5CNasYDSpH0NPRGQ,Price Range,2
661,Jje3kP5CNasYDSpH0NPRGQ,Noise Level,average
662,Jje3kP5CNasYDSpH0NPRGQ,Has TV,true
663,Jje3kP5CNasYDSpH0NPRGQ,Wheelchair Accessible,true
664,Jje3kP5CNasYDSpH0NPRGQ,Good For Groups,true
665,Jje3kP5CNasYDSpH0NPRGQ,Outdoor Seating,true
666,Jje3kP5CNasYDSpH0NPRGQ,Wi-Fi,paid
667,k8B-ZZZezlXYLE7YC7FvQg,Accepts Credit Cards,true
668,vYTzbaemujdD4K4p18hNlw,By Appointment Only,true
669,zRxSXco0Fs42aPzR6rJSzw,By Appointment Only,true
670,zRxSXco0Fs42aPzR6rJSzw,Accepts Credit Cards,true
671,zRxSXco0Fs42aPzR6rJSzw,Price Range,2
672,y3V2jqKmvWjyo9Mc-Ipn4g,Alcohol,beer_and_wine
673,y3V2jqKmvWjyo9Mc-Ipn4g,Waiter Service,true
674,y3V2jqKmvWjyo9Mc-Ipn4g,Attire,casual
675,y3V2jqKmvWjyo9Mc-Ipn4g,Delivery,false
676,y3V2jqKmvWjyo9Mc-Ipn4g,Good for Kids,true
677,y3V2jqKmvWjyo9Mc-Ipn4g,Take-out,true
678,y3V2jqKmvWjyo9Mc-Ipn4g,Accepts Credit Cards,true
679,y3V2jqKmvWjyo9Mc-Ipn4g,Price Range,2
680,y3V2jqKmvWjyo9Mc-Ipn4g,Takes Reservations,true
681,y3V2jqKmvWjyo9Mc-Ipn4g,Noise Level,quiet
682,y3V2jqKmvWjyo9Mc-Ipn4g,Has TV,false
683,y3V2jqKmvWjyo9Mc-Ipn4g,Wheelchair Accessible,true
684,y3V2jqKmvWjyo9Mc-Ipn4g,Good For Groups,true
685,y3V2jqKmvWjyo9Mc-Ipn4g,Outdoor Seating,false
686,y3V2jqKmvWjyo9Mc-Ipn4g,Wi-Fi,no
687,y3V2jqKmvWjyo9Mc-Ipn4g,Good For Kids,true
688,R53UdKGf8uKUIqErS4vc0g,Waiter Service,false
689,R53UdKGf8uKUIqErS4vc0g,Attire,casual
690,R53UdKGf8uKUIqErS4vc0g,Delivery,false
691,R53UdKGf8uKUIqErS4vc0g,Good for Kids,false
692,R53UdKGf8uKUIqErS4vc0g,Wheelchair Accessible,true
693,R53UdKGf8uKUIqErS4vc0g,Good For Groups,false
694,R53UdKGf8uKUIqErS4vc0g,Take-out,true
695,R53UdKGf8uKUIqErS4vc0g,Price Range,1
696,R53UdKGf8uKUIqErS4vc0g,Outdoor Seating,true
697,R53UdKGf8uKUIqErS4vc0g,Takes Reservations,false
698,3RCa_Qq-j1yaySmdDvYwZw,By Appointment Only,true
699,7cP7WFmWiTVh-raIL3N_Vw,Coat Check,false
700,7cP7WFmWiTVh-raIL3N_Vw,Corkage,true
701,7cP7WFmWiTVh-raIL3N_Vw,Open 24 Hours,false
702,7cP7WFmWiTVh-raIL3N_Vw,Attire,casual
703,7cP7WFmWiTVh-raIL3N_Vw,Accepts Credit Cards,true
704,7cP7WFmWiTVh-raIL3N_Vw,Takes Reservations,false
705,7cP7WFmWiTVh-raIL3N_Vw,Order at Counter,true
706,7cP7WFmWiTVh-raIL3N_Vw,Smoking,outdoor
707,7cP7WFmWiTVh-raIL3N_Vw,Caters,false
708,7cP7WFmWiTVh-raIL3N_Vw,Outdoor Seating,false
709,7cP7WFmWiTVh-raIL3N_Vw,Wi-Fi,no
710,7cP7WFmWiTVh-raIL3N_Vw,Alcohol,beer_and_wine
711,7cP7WFmWiTVh-raIL3N_Vw,Waiter Service,true
712,7cP7WFmWiTVh-raIL3N_Vw,Delivery,false
713,7cP7WFmWiTVh-raIL3N_Vw,Happy Hour,true
714,7cP7WFmWiTVh-raIL3N_Vw,Good for Kids,false
715,7cP7WFmWiTVh-raIL3N_Vw,Take-out,false
716,7cP7WFmWiTVh-raIL3N_Vw,Price Range,2
717,7cP7WFmWiTVh-raIL3N_Vw,BYOB,false
718,7cP7WFmWiTVh-raIL3N_Vw,Noise Level,average
719,7cP7WFmWiTVh-raIL3N_Vw,Has TV,false
720,7cP7WFmWiTVh-raIL3N_Vw,Wheelchair Accessible,true
721,7cP7WFmWiTVh-raIL3N_Vw,BYOB/Corkage,no
722,7cP7WFmWiTVh-raIL3N_Vw,Good For Groups,false
723,7cP7WFmWiTVh-raIL3N_Vw,Good For Dancing,false
724,7cP7WFmWiTVh-raIL3N_Vw,Good For Kids,false
725,ElEF5b3n27IBzbA4R-1M1g,Waiter Service,false
726,ElEF5b3n27IBzbA4R-1M1g,Attire,casual
727,ElEF5b3n27IBzbA4R-1M1g,Take-out,true
728,ElEF5b3n27IBzbA4R-1M1g,Accepts Credit Cards,true
729,ElEF5b3n27IBzbA4R-1M1g,Price Range,2
730,ElEF5b3n27IBzbA4R-1M1g,Takes Reservations,false
731,W3VsNhHLMRj5ABMdMcpaUw,Alcohol,beer_and_wine
732,W3VsNhHLMRj5ABMdMcpaUw,Waiter Service,false
733,W3VsNhHLMRj5ABMdMcpaUw,Delivery,false
734,W3VsNhHLMRj5ABMdMcpaUw,Attire,formal
735,W3VsNhHLMRj5ABMdMcpaUw,Good for Kids,false
736,W3VsNhHLMRj5ABMdMcpaUw,Dogs Allowed,true
737,W3VsNhHLMRj5ABMdMcpaUw,Take-out,false
738,W3VsNhHLMRj5ABMdMcpaUw,Accepts Credit Cards,true
739,W3VsNhHLMRj5ABMdMcpaUw,Price Range,2
740,W3VsNhHLMRj5ABMdMcpaUw,Takes Reservations,false
741,W3VsNhHLMRj5ABMdMcpaUw,Noise Level,quiet
742,W3VsNhHLMRj5ABMdMcpaUw,Has TV,false
743,W3VsNhHLMRj5ABMdMcpaUw,Wheelchair Accessible,true
744,W3VsNhHLMRj5ABMdMcpaUw,Good For Groups,false
745,W3VsNhHLMRj5ABMdMcpaUw,Outdoor Seating,true
746,W3VsNhHLMRj5ABMdMcpaUw,Wi-Fi,free
747,U7KGTH26f4uyKXCHt4A4cw,By Appointment Only,false
748,U7KGTH26f4uyKXCHt4A4cw,Accepts Credit Cards,true
749,U7KGTH26f4uyKXCHt4A4cw,Price Range,2
750,VVxzmzGoRbjVV7P5bQcLfg,Price Range,2
751,gocKJln2Icy2IyCunB1eOA,Wheelchair Accessible,true
752,gocKJln2Icy2IyCunB1eOA,Accepts Credit Cards,true
753,gocKJln2Icy2IyCunB1eOA,Price Range,2
754,ZXlO9S1MG2I-L5uLSF-nPA,Alcohol,full_bar
755,ZXlO9S1MG2I-L5uLSF-nPA,Waiter Service,true
756,ZXlO9S1MG2I-L5uLSF-nPA,Delivery,true
757,ZXlO9S1MG2I-L5uLSF-nPA,Attire,casual
758,ZXlO9S1MG2I-L5uLSF-nPA,Good for Kids,false
759,ZXlO9S1MG2I-L5uLSF-nPA,Accepts Credit Cards,true
760,ZXlO9S1MG2I-L5uLSF-nPA,Price Range,2
761,ZXlO9S1MG2I-L5uLSF-nPA,Takes Reservations,false
762,ZXlO9S1MG2I-L5uLSF-nPA,Wheelchair Accessible,true
763,ZXlO9S1MG2I-L5uLSF-nPA,Good For Groups,true
764,ZXlO9S1MG2I-L5uLSF-nPA,Outdoor Seating,true
765,ZXlO9S1MG2I-L5uLSF-nPA,Good For Kids,false
766,-x_jL2OCWPdObGTOwIpN4w,Wheelchair Accessible,true
767,-x_jL2OCWPdObGTOwIpN4w,Accepts Credit Cards,true
768,-x_jL2OCWPdObGTOwIpN4w,Outdoor Seating,true
769,-x_jL2OCWPdObGTOwIpN4w,Price Range,1
770,-x_jL2OCWPdObGTOwIpN4w,Wi-Fi,free
771,7KCLeDNdFDkdoA6MUavxwQ,Alcohol,full_bar
772,7KCLeDNdFDkdoA6MUavxwQ,Waiter Service,true
773,7KCLeDNdFDkdoA6MUavxwQ,Delivery,false
774,7KCLeDNdFDkdoA6MUavxwQ,Attire,casual
775,7KCLeDNdFDkdoA6MUavxwQ,Good for Kids,true
776,7KCLeDNdFDkdoA6MUavxwQ,Take-out,true
777,7KCLeDNdFDkdoA6MUavxwQ,Accepts Credit Cards,true
778,7KCLeDNdFDkdoA6MUavxwQ,Price Range,2
779,7KCLeDNdFDkdoA6MUavxwQ,Takes Reservations,true
780,7KCLeDNdFDkdoA6MUavxwQ,Noise Level,average
781,7KCLeDNdFDkdoA6MUavxwQ,Has TV,true
782,7KCLeDNdFDkdoA6MUavxwQ,Wheelchair Accessible,true
783,7KCLeDNdFDkdoA6MUavxwQ,Good For Groups,true
784,7KCLeDNdFDkdoA6MUavxwQ,Outdoor Seating,false
785,2kZiyGqzB5Lnc0cZgHCOfw,Good for Kids,false
786,Zk584MLn3STVm1ZXpABSmA,Attire,casual
787,Zk584MLn3STVm1ZXpABSmA,Delivery,false
788,Zk584MLn3STVm1ZXpABSmA,Noise Level,average
789,Zk584MLn3STVm1ZXpABSmA,Has TV,true
790,Zk584MLn3STVm1ZXpABSmA,Take-out,true
791,Zk584MLn3STVm1ZXpABSmA,Accepts Credit Cards,true
792,Zk584MLn3STVm1ZXpABSmA,Price Range,1
793,Zk584MLn3STVm1ZXpABSmA,Outdoor Seating,false
794,Zk584MLn3STVm1ZXpABSmA,Takes Reservations,false
795,Zk584MLn3STVm1ZXpABSmA,Wi-Fi,no
796,y6uO4ydAwBHUujfiSktxZg,Alcohol,full_bar
797,y6uO4ydAwBHUujfiSktxZg,Waiter Service,true
798,y6uO4ydAwBHUujfiSktxZg,Attire,casual
799,y6uO4ydAwBHUujfiSktxZg,Delivery,false
800,y6uO4ydAwBHUujfiSktxZg,Good for Kids,true
801,y6uO4ydAwBHUujfiSktxZg,Take-out,true
802,y6uO4ydAwBHUujfiSktxZg,Accepts Credit Cards,true
803,y6uO4ydAwBHUujfiSktxZg,Price Range,2
804,y6uO4ydAwBHUujfiSktxZg,Takes Reservations,false
805,y6uO4ydAwBHUujfiSktxZg,Caters,true
806,y6uO4ydAwBHUujfiSktxZg,Noise Level,average
807,y6uO4ydAwBHUujfiSktxZg,Has TV,true
808,y6uO4ydAwBHUujfiSktxZg,Wheelchair Accessible,true
809,y6uO4ydAwBHUujfiSktxZg,Good For Groups,true
810,y6uO4ydAwBHUujfiSktxZg,Outdoor Seating,true
811,y6uO4ydAwBHUujfiSktxZg,Wi-Fi,no
812,uaL1-3F-L-BbgQalu8GVSw,Accepts Credit Cards,true
813,uaL1-3F-L-BbgQalu8GVSw,Price Range,1
814,LibQv6uJiktJh7U3beNA2g,Corkage,false
815,LibQv6uJiktJh7U3beNA2g,Alcohol,full_bar
816,LibQv6uJiktJh7U3beNA2g,Waiter Service,true
817,LibQv6uJiktJh7U3beNA2g,Delivery,false
818,LibQv6uJiktJh7U3beNA2g,Attire,casual
819,LibQv6uJiktJh7U3beNA2g,Good for Kids,true
820,LibQv6uJiktJh7U3beNA2g,Take-out,true
821,LibQv6uJiktJh7U3beNA2g,Accepts Credit Cards,true
822,LibQv6uJiktJh7U3beNA2g,Price Range,2
823,LibQv6uJiktJh7U3beNA2g,Takes Reservations,false
824,LibQv6uJiktJh7U3beNA2g,BYOB,false
825,LibQv6uJiktJh7U3beNA2g,BYOB/Corkage,yes_free
